FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE/GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3018,Public Vehicle Licenses and Permits,4025,Medallion Licensing,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,87516.00,87516
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3018,Public Vehicle Licenses and Permits,4025,Medallion Licensing,B 13,1,0308,Staff Assistant,Annual,1,1,75384.00,75384
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3018,Public Vehicle Licenses and Permits,4025,Medallion Licensing,B 13,1,0308,Staff Assistant,Annual,1,1,66612.00,66612
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3018,Public Vehicle Licenses and Permits,4025,Medallion Licensing,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3400.00,3400
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3018,Public Vehicle Licenses and Permits,4026,Vehicle Inspection,R 14,36,1276,Supervisor of Public Vehicle Inspectors,Annual,1,1,126816.00,126816
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3018,Public Vehicle Licenses and Permits,4026,Vehicle Inspection,R 14,36,1276,Supervisor of Public Vehicle Inspectors,Annual,1,1,82692.00,82692
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3018,Public Vehicle Licenses and Permits,4026,Vehicle Inspection,B 13,3,1275,Senior Public Vehicle Inspector,Annual,2,1,115632.00,231264
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3018,Public Vehicle Licenses and Permits,4026,Vehicle Inspection,B 12,3,1274,Public Vehicle Inspector,Annual,2,1,105408.00,210816
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3018,Public Vehicle Licenses and Permits,4026,Vehicle Inspection,3 00,10,0322,Special Assistant,Annual,1,1,115440.00,115440
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3018,Public Vehicle Licenses and Permits,4026,Vehicle Inspection,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3509.00,3509
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3018,Public Vehicle Licenses and Permits,4027,Public Passenger Chauffeur Licensing,B 09,1,0460,Senior Office Assistant,Annual,1,1,76152.00,76152
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3018,Public Vehicle Licenses and Permits,4027,Public Passenger Chauffeur Licensing,B 12,1,03A8,Senior Administrative Assistant,Annual,2,1,79752.00,159504
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3018,Public Vehicle Licenses and Permits,4027,Public Passenger Chauffeur Licensing,B 12,1,03A8,Senior Administrative Assistant,Annual,2,1,60720.00,121440
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3018,Public Vehicle Licenses and Permits,4027,Public Passenger Chauffeur Licensing,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3951.00,3951
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3019,Local Liquor Control,0,,X 32,9,9658,Local Liquor Control Commissioner,Annual,1,1,163068.00,163068
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3019,Local Liquor Control,0,,BX 17,10,0352,Business Consultant Supervisor,Annual,1,1,115488.00,115488
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3019,Local Liquor Control,0,,B 14,1,0351,Senior Business Consultant,Annual,1,1,100596.00,100596
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3019,Local Liquor Control,0,,B 14,1,0351,Senior Business Consultant,Annual,1,1,82716.00,82716
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3019,Local Liquor Control,0,,B 13,1,0350,Business Consultant,Annual,1,1,68688.00,68688
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3019,Local Liquor Control,0,,X 33,9,0313,Assistant Commissioner,Annual,1,1,133524.00,133524
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3019,Local Liquor Control,0,,BX 18,10,0310,Project Manager,Annual,1,1,90660.00,90660
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3019,Local Liquor Control,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,16800.00,16800
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,X 32,9,9679,Deputy Commissioner,Annual,1,1,152748.00,152748
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,BX 17,10,1212,Manager of Business Compliance Investigations,Annual,1,1,132708.00,132708
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,BX 17,10,1212,Manager of Business Compliance Investigations,Annual,1,1,120960.00,120960
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,BX 16,10,1211,Supervisor of Business Compliance Investigations,Annual,3,1,120960.00,362880
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,BX 16,10,1211,Supervisor of Business Compliance Investigations,Annual,3,1,105276.00,315828
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,BX 16,10,1211,Supervisor of Business Compliance Investigations,Annual,2,1,86520.00,173040
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,BX 16,10,1211,Supervisor of Business Compliance Investigations,Annual,1,1,82644.00,82644
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,BX 16,10,1211,Supervisor of Business Compliance Investigations,Annual,1,1,80628.00,80628
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,BX 16,10,1211,Supervisor of Business Compliance Investigations,Annual,1,1,77796.00,77796
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 14,1,1210,Business Compliance Investigator,Annual,9,1,126864.00,1141776
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 14,1,1210,Business Compliance Investigator,Annual,5,1,121212.00,606060
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 14,1,1210,Business Compliance Investigator,Annual,2,1,115632.00,231264
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 14,1,1210,Business Compliance Investigator,Annual,3,1,110316.00,330948
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 14,1,1210,Business Compliance Investigator,Annual,1,1,96048.00,96048
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 14,1,1210,Business Compliance Investigator,Annual,1,1,90780.00,90780
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 14,1,1210,Business Compliance Investigator,Annual,4,1,86640.00,346560
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 14,1,1210,Business Compliance Investigator,Annual,1,1,82716.00,82716
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 14,1,1210,Business Compliance Investigator,Annual,2,1,78960.00,157920
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 14,1,1210,Business Compliance Investigator,Annual,2,1,75384.00,150768
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 14,1,1210,Business Compliance Investigator,Annual,12,1,73140.00,877680
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,83604.00,83604
LOCAL,70,Department of Business Affairs and Consumer Protection,0100,Corporate Fund,1005,Department of Business Affairs and Consumer Protection,2005,Department of Business Affairs and Consumer Protection,3031,Business Compliance Enforcement,0,,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,62604.00,62604
